dataset,graph_type,minmaxscaler,nn,normalization,nnk,kalofolias,self_loop,label_prop_train,label_prop_test,label_prop_train_std,label_prop_test_std
flowers102,Covariance,False,30,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Covariance,False,30,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Covariance,False,30,BothSides,True,False,True,100.0,26.89978213507625,0.0,1.4507922833700868
flowers102,Covariance,False,30,BothSides,True,False,False,100.0,28.65577342047931,0.0,1.3699373430431194
flowers102,Covariance,False,30,BothSides,False,False,True,100.0,24.446623093681925,0.0,1.2747593000120405
flowers102,Covariance,False,30,BothSides,False,False,False,100.0,27.619825708061008,0.0,1.3106684824309698
flowers102,Covariance,False,20,None,True,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Covariance,False,20,None,True,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Covariance,False,20,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Covariance,False,20,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Covariance,False,20,BothSides,True,False,True,100.0,26.151416122004356,0.0,1.4870182803623277
flowers102,Covariance,False,20,BothSides,True,False,False,100.0,27.45860566448802,0.0,1.5464769125756388
flowers102,Covariance,False,20,BothSides,False,False,True,100.0,26.123093681917215,0.0,1.3802817586132765
flowers102,Covariance,False,20,BothSides,False,False,False,100.0,28.970588235294116,0.0,1.4160696320129562
flowers102,Covariance,False,200,None,True,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Covariance,False,200,None,True,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Covariance,False,200,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Covariance,False,200,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Covariance,False,200,BothSides,True,False,True,100.0,23.057734204793032,0.0,1.3323695913248639
flowers102,Covariance,False,200,BothSides,True,False,False,100.0,23.96732026143791,0.0,1.2333906557609733
flowers102,Covariance,False,200,BothSides,False,False,True,100.0,12.849673202614381,0.0,1.542917482659148
flowers102,Covariance,False,200,BothSides,False,False,False,100.0,14.20479302832244,0.0,1.544614679489735
flowers102,Covariance,False,10,None,True,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Covariance,False,10,None,True,False,False,100.0,22.043572984749453,0.0,1.4297583772877316
flowers102,Covariance,False,10,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Covariance,False,10,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Covariance,False,10,BothSides,True,False,True,100.0,21.76906318082789,0.0,1.4170199934810026
flowers102,Covariance,False,10,BothSides,True,False,False,100.0,22.50435729847495,0.0,1.4773181760904097
flowers102,Covariance,False,10,BothSides,False,False,True,100.0,28.237472766884533,0.0,1.4558349769414136
flowers102,Covariance,False,10,BothSides,False,False,False,100.0,30.612200435729847,0.0,1.4872357171813257
flowers102,Covariance,False,100,None,True,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Covariance,False,100,None,True,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Covariance,False,100,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Covariance,False,100,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Covariance,False,100,BothSides,True,False,True,100.0,24.453159041394343,0.0,1.5214304903268063
flowers102,Covariance,False,100,BothSides,True,False,False,100.0,26.102396514161224,0.0,1.524414742887726
flowers102,Covariance,False,100,BothSides,False,False,True,100.0,16.8921568627451,0.0,1.4947387570262731
flowers102,Covariance,False,100,BothSides,False,False,False,100.0,18.993464052287585,0.0,1.4637961442080032
flowers102,Covariance,False,1000,None,True,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Covariance,False,1000,None,True,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Covariance,False,1000,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Covariance,False,1000,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Covariance,False,1000,BothSides,True,False,True,100.0,4.692810457516341,0.0,1.2098547478031003
flowers102,Covariance,False,1000,BothSides,True,False,False,100.0,4.994553376906319,0.0,1.2558334982053398
flowers102,Covariance,False,1000,BothSides,False,False,True,100.0,4.591503267973856,0.0,1.215500313745705
flowers102,Covariance,False,1000,BothSides,False,False,False,100.0,4.881263616557734,0.0,1.256619403166542
flowers102,Covariance,False,0,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Covariance,False,0,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Covariance,False,0,BothSides,False,False,True,100.0,4.59041394335512,0.0,1.2155632800245448
flowers102,Covariance,False,0,BothSides,False,False,False,100.0,4.880174291938998,0.0,1.2684903379529096
flowers102,Cosine,True,5,None,True,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,5,None,True,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,5,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,5,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,5,BothSides,True,False,True,100.0,27.179738562091508,0.0,1.630023879587708
flowers102,Cosine,True,5,BothSides,True,False,False,100.0,27.184095860566448,0.0,1.6374962315455437
flowers102,Cosine,True,5,BothSides,False,False,True,100.0,36.72984749455338,0.0,1.6925160198508293
flowers102,Cosine,True,5,BothSides,False,False,False,100.0,36.859477124183016,0.0,1.665751881321072
flowers102,Cosine,True,50,None,True,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,50,None,True,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,50,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,50,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,50,BothSides,True,False,True,100.0,29.528322440087145,0.0,1.441967516497298
flowers102,Cosine,True,50,BothSides,True,False,False,100.0,29.59041394335512,0.0,1.5035458048964598
flowers102,Cosine,True,50,BothSides,False,False,True,100.0,25.9520697167756,0.0,1.5051707196516553
flowers102,Cosine,True,50,BothSides,False,False,False,100.0,26.039215686274517,0.0,1.506258274308108
flowers102,Cosine,True,500,None,True,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,500,None,True,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,500,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,500,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,500,BothSides,True,False,True,100.0,17.665577342047936,0.0,1.4963097938366203
flowers102,Cosine,True,500,BothSides,True,False,False,100.0,17.61220043572985,0.0,1.4916096189258738
flowers102,Cosine,True,500,BothSides,False,False,True,100.0,2.0795206971677564,0.0,0.8660089612267304
flowers102,Cosine,True,500,BothSides,False,False,False,100.0,2.083877995642702,0.0,0.8658116261780069
flowers102,Cosine,True,40,None,True,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,40,None,True,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,40,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,40,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,40,BothSides,True,False,True,100.0,30.569716775599133,0.0,1.5327114811682634
flowers102,Cosine,True,40,BothSides,True,False,False,100.0,30.627450980392155,0.0,1.5382806491893544
flowers102,Cosine,True,40,BothSides,False,False,True,100.0,27.12309368191721,0.0,1.6051555878332069
flowers102,Cosine,True,40,BothSides,False,False,False,100.0,27.22331154684096,0.0,1.590421031410474
flowers102,Cosine,True,30,None,True,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,30,None,True,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,30,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,30,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,30,BothSides,True,False,True,100.0,32.131808278867105,0.0,1.6662362210607091
flowers102,Cosine,True,30,BothSides,True,False,False,100.0,32.28322440087146,0.0,1.6101765545407103
flowers102,Cosine,True,30,BothSides,False,False,True,100.0,28.917211328976038,0.0,1.7261186439452119
flowers102,Cosine,True,30,BothSides,False,False,False,100.0,28.955337690631808,0.0,1.689661174436665
flowers102,Cosine,True,20,None,True,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,20,None,True,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,20,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,20,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,20,BothSides,True,False,True,100.0,33.5718954248366,0.0,1.6052442966421545
flowers102,Cosine,True,20,BothSides,True,False,False,100.0,33.76361655773421,0.0,1.6150959542552787
flowers102,Cosine,True,20,BothSides,False,False,True,100.0,31.533769063180827,0.0,1.5688150456695773
flowers102,Cosine,True,20,BothSides,False,False,False,100.0,31.632897603485844,0.0,1.6236342332176987
flowers102,Cosine,True,200,None,True,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,200,None,True,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,200,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,200,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,200,BothSides,True,False,True,100.0,22.506535947712415,0.0,1.5416845381447741
flowers102,Cosine,True,200,BothSides,True,False,False,100.0,22.4400871459695,0.0,1.5020834586822387
flowers102,Cosine,True,200,BothSides,False,False,True,100.0,12.50871459694989,0.0,2.228410740942366
flowers102,Cosine,True,200,BothSides,False,False,False,100.0,12.62962962962963,0.0,2.231165523067546
flowers102,Cosine,True,10,None,True,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,10,None,True,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,10,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,10,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,10,BothSides,True,False,True,100.0,32.8235294117647,0.0,1.7347220082443715
flowers102,Cosine,True,10,BothSides,True,False,False,100.0,33.033769063180834,0.0,1.7141813090212026
flowers102,Cosine,True,10,BothSides,False,False,True,100.0,35.76688453159042,0.0,1.563491653033986
flowers102,Cosine,True,10,BothSides,False,False,False,100.0,35.794117647058826,0.0,1.5909432222828497
flowers102,Cosine,True,100,None,True,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,100,None,True,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,100,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,100,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,100,BothSides,True,False,True,100.0,25.854030501089333,0.0,1.6894873493094942
flowers102,Cosine,True,100,BothSides,True,False,False,100.0,25.879084967320267,0.0,1.6980369654761152
flowers102,Cosine,True,100,BothSides,False,False,True,100.0,21.428104575163392,0.0,1.7587985124142869
flowers102,Cosine,True,100,BothSides,False,False,False,100.0,21.5958605664488,0.0,1.7385139721746825
flowers102,Cosine,True,1000,None,True,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,1000,None,True,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,1000,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,1000,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,1000,BothSides,True,False,True,100.0,6.3845315904139435,0.0,2.1382915077234492
flowers102,Cosine,True,1000,BothSides,True,False,False,100.0,6.403050108932462,0.0,2.140104567551607
flowers102,Cosine,True,1000,BothSides,False,False,True,100.0,5.24727668845316,0.0,2.1269494861427307
flowers102,Cosine,True,1000,BothSides,False,False,False,100.0,5.254901960784314,0.0,2.12751093981169
flowers102,Cosine,True,0,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,0,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,True,0,BothSides,False,False,True,100.0,5.242919389978214,0.0,2.128823209569721
flowers102,Cosine,True,0,BothSides,False,False,False,100.0,5.25272331154684,0.0,2.130490607097521
flowers102,Cosine,False,5,None,True,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,5,None,True,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,5,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,5,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,5,BothSides,True,False,True,100.0,25.608932461873646,0.0,1.7759730015247832
flowers102,Cosine,False,5,BothSides,True,False,False,100.0,25.579520697167755,0.0,1.814069265476477
flowers102,Cosine,False,5,BothSides,False,False,True,100.0,35.49455337690632,0.0,1.6695988560250503
flowers102,Cosine,False,5,BothSides,False,False,False,100.0,35.52614379084968,0.0,1.6370091875508452
flowers102,Cosine,False,50,None,True,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,50,None,True,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,50,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,50,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,50,BothSides,True,False,True,100.0,28.099128540305014,0.0,1.4614315914395988
flowers102,Cosine,False,50,BothSides,True,False,False,100.0,28.214596949891074,0.0,1.4594100297407
flowers102,Cosine,False,50,BothSides,False,False,True,100.0,24.8921568627451,0.0,1.5645746937758442
flowers102,Cosine,False,50,BothSides,False,False,False,100.0,24.970588235294123,0.0,1.5790214070756643
flowers102,Cosine,False,500,None,True,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,500,None,True,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,500,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,500,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,500,BothSides,True,False,True,100.0,16.722222222222225,0.0,1.5985626295292386
flowers102,Cosine,False,500,BothSides,True,False,False,100.0,16.67320261437909,0.0,1.5835962745381644
flowers102,Cosine,False,500,BothSides,False,False,True,100.0,2.0424836601307192,0.0,0.6650012304340852
flowers102,Cosine,False,500,BothSides,False,False,False,100.0,2.0479302832244013,0.0,0.6651127460772875
flowers102,Cosine,False,40,None,True,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,40,None,True,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,40,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,40,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,40,BothSides,True,False,True,100.0,29.39433551198257,0.0,1.6824843546938608
flowers102,Cosine,False,40,BothSides,True,False,False,100.0,29.466230936819173,0.0,1.6433645212349404
flowers102,Cosine,False,40,BothSides,False,False,True,100.0,26.069716775599137,0.0,1.5775947991385142
flowers102,Cosine,False,40,BothSides,False,False,False,100.0,26.190631808278873,0.0,1.5516093767454107
flowers102,Cosine,False,30,None,True,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,30,None,True,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,30,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,30,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,30,BothSides,True,False,True,100.0,31.006535947712422,0.0,1.592540435293025
flowers102,Cosine,False,30,BothSides,True,False,False,100.0,31.190631808278866,0.0,1.6251069527499917
flowers102,Cosine,False,30,BothSides,False,False,True,100.0,27.849673202614387,0.0,1.664295520927061
flowers102,Cosine,False,30,BothSides,False,False,False,100.0,27.947712418300657,0.0,1.6298655358009733
flowers102,Cosine,False,20,None,True,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,20,None,True,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,20,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,20,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,20,BothSides,True,False,True,100.0,31.46732026143791,0.0,1.6682433056960209
flowers102,Cosine,False,20,BothSides,True,False,False,100.0,31.69716775599129,0.0,1.6828552928214302
flowers102,Cosine,False,20,BothSides,False,False,True,100.0,30.488017429193903,0.0,1.6254154264808658
flowers102,Cosine,False,20,BothSides,False,False,False,100.0,30.54139433551198,0.0,1.6498615218785335
flowers102,Cosine,False,200,None,True,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,200,None,True,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,200,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,200,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,200,BothSides,True,False,True,100.0,21.575163398692812,0.0,1.3678569036504191
flowers102,Cosine,False,200,BothSides,True,False,False,100.0,21.44880174291939,0.0,1.3308051985697837
flowers102,Cosine,False,200,BothSides,False,False,True,100.0,11.867102396514163,0.0,1.95082316057605
flowers102,Cosine,False,200,BothSides,False,False,False,100.0,11.995642701525057,0.0,1.938953758281256
flowers102,Cosine,False,10,None,True,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,10,None,True,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,10,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,10,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,10,BothSides,True,False,True,100.0,31.119825708061004,0.0,1.596734389392341
flowers102,Cosine,False,10,BothSides,True,False,False,100.0,31.291938997821358,0.0,1.5791540405328828
flowers102,Cosine,False,10,BothSides,False,False,True,100.0,34.07080610021787,0.0,1.5334235814852275
flowers102,Cosine,False,10,BothSides,False,False,False,100.0,34.07734204793029,0.0,1.5382293503017679
flowers102,Cosine,False,100,None,True,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,100,None,True,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,100,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,100,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,100,BothSides,True,False,True,100.0,24.565359477124183,0.0,1.4879149525953095
flowers102,Cosine,False,100,BothSides,True,False,False,100.0,24.620915032679736,0.0,1.5020818787051182
flowers102,Cosine,False,100,BothSides,False,False,True,100.0,20.287581699346404,0.0,1.6727515050927393
flowers102,Cosine,False,100,BothSides,False,False,False,100.0,20.418300653594773,0.0,1.6717012826878097
flowers102,Cosine,False,1000,None,True,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,1000,None,True,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,1000,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,1000,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,1000,BothSides,True,False,True,100.0,5.413943355119825,0.0,1.6991718250081158
flowers102,Cosine,False,1000,BothSides,True,False,False,100.0,5.4346405228758154,0.0,1.7120700555607344
flowers102,Cosine,False,1000,BothSides,False,False,True,100.0,4.349673202614379,0.0,1.632915770906768
flowers102,Cosine,False,1000,BothSides,False,False,False,100.0,4.361655773420479,0.0,1.6331820820997451
flowers102,Cosine,False,0,None,False,False,True,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,0,None,False,False,False,100.0,0.9803921568627455,0.0,2.220446049250313e-16
flowers102,Cosine,False,0,BothSides,False,False,True,100.0,4.351851851851851,0.0,1.6415493118775601
flowers102,Cosine,False,0,BothSides,False,False,False,100.0,4.3583877995642695,0.0,1.6414134065343493
cora,kalofolias,True,50,None,False,True,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,True,50,None,False,True,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,True,50,BothSides,False,True,True,100.0,56.37359223300971,0.0,4.135266933804692
cora,kalofolias,True,50,BothSides,False,True,False,100.0,57.71300970873786,0.0,3.220590250980278
cora,kalofolias,True,500,None,False,True,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,True,500,None,False,True,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,True,500,BothSides,False,True,True,100.0,41.526990291262145,0.0,10.547452535167881
cora,kalofolias,True,500,BothSides,False,True,False,100.0,43.20427184466019,0.0,10.152453869765528
cora,kalofolias,True,40,None,False,True,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,True,40,None,False,True,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,True,40,BothSides,False,True,True,100.0,55.171650485436906,0.0,4.226024538604342
cora,kalofolias,True,40,BothSides,False,True,False,100.0,56.51495145631068,0.0,3.3083988157569784
cora,kalofolias,True,30,None,False,True,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,True,30,None,False,True,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,True,30,BothSides,False,True,True,100.0,52.77669902912623,0.0,4.332658043677387
cora,kalofolias,True,30,BothSides,False,True,False,100.0,54.05398058252428,0.0,3.4439175434378044
cora,kalofolias,True,200,None,False,True,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,True,200,None,False,True,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,True,200,BothSides,False,True,True,100.0,56.69980582524273,0.0,5.015960515449066
cora,kalofolias,True,200,BothSides,False,True,False,100.0,58.01203883495146,0.0,4.048698541891963
cora,kalofolias,True,100,None,False,True,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,True,100,None,False,True,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,True,100,BothSides,False,True,True,100.0,57.36893203883496,0.0,4.337846259448329
cora,kalofolias,True,100,BothSides,False,True,False,100.0,58.60194174757281,0.0,3.370269732464091
cora,kalofolias,True,1000,None,False,True,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,True,1000,None,False,True,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,True,1000,BothSides,False,True,True,100.0,33.62368932038835,0.0,11.047061439296229
cora,kalofolias,True,1000,BothSides,False,True,False,100.0,34.761165048543695,0.0,11.039821834274727
cora,kalofolias,False,50,None,False,True,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,False,50,None,False,True,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,False,50,BothSides,False,True,True,100.0,56.37359223300971,0.0,4.135266933804692
cora,kalofolias,False,50,BothSides,False,True,False,100.0,57.71300970873786,0.0,3.220590250980278
cora,kalofolias,False,500,None,False,True,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,False,500,None,False,True,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,False,500,BothSides,False,True,True,100.0,41.526990291262145,0.0,10.547452535167881
cora,kalofolias,False,500,BothSides,False,True,False,100.0,43.20427184466019,0.0,10.152453869765528
cora,kalofolias,False,40,None,False,True,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,False,40,None,False,True,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,False,40,BothSides,False,True,True,100.0,55.171650485436906,0.0,4.226024538604342
cora,kalofolias,False,40,BothSides,False,True,False,100.0,56.51495145631068,0.0,3.3083988157569784
cora,kalofolias,False,30,None,False,True,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,False,30,None,False,True,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,False,30,BothSides,False,True,True,100.0,52.77669902912623,0.0,4.332658043677387
cora,kalofolias,False,30,BothSides,False,True,False,100.0,54.05398058252428,0.0,3.4439175434378044
cora,kalofolias,False,200,None,False,True,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,False,200,None,False,True,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,False,200,BothSides,False,True,True,100.0,56.69980582524273,0.0,5.015960515449066
cora,kalofolias,False,200,BothSides,False,True,False,100.0,58.01203883495146,0.0,4.048698541891963
cora,kalofolias,False,100,None,False,True,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,False,100,None,False,True,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,False,100,BothSides,False,True,True,100.0,57.36893203883496,0.0,4.337846259448329
cora,kalofolias,False,100,BothSides,False,True,False,100.0,58.60194174757281,0.0,3.370269732464091
cora,kalofolias,False,1000,None,False,True,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,False,1000,None,False,True,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,kalofolias,False,1000,BothSides,False,True,True,100.0,33.62368932038835,0.0,11.047061439296229
cora,kalofolias,False,1000,BothSides,False,True,False,100.0,34.761165048543695,0.0,11.039821834274727
cora,RBF,True,5,None,True,False,True,100.0,13.779805825242715,0.0,9.058109123831336
cora,RBF,True,5,None,True,False,False,100.0,13.621359223300969,0.0,8.464063860721023
cora,RBF,True,5,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,RBF,True,5,None,False,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,RBF,True,5,BothSides,True,False,True,100.0,11.668349514563108,0.0,0.3024851352478409
cora,RBF,True,5,BothSides,True,False,False,100.0,11.667961165048544,0.0,0.3044707251469122
cora,RBF,True,5,BothSides,False,False,True,100.0,32.82990291262136,0.0,7.300325637672737
