dataset,graph_type,minmaxscaler,nn,normalization,nnk,kalofolias,self_loop,label_prop_train,label_prop_test,label_prop_train_std,label_prop_test_std
cora,L2Distance,True,100,None,True,False,True,100.0,10.785242718446598,0.0,2.2061676200855724
cora,L2Distance,True,100,None,True,False,False,100.0,10.955728155339802,0.0,3.005337985142304
cora,L2Distance,True,100,BothSides,True,False,True,100.0,13.510291262135922,0.0,1.077134757359682
cora,L2Distance,True,100,BothSides,True,False,False,100.0,13.599223300970875,0.0,1.1094076496976457
cora,L2Distance,True,1000,None,True,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,L2Distance,True,1000,None,True,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,L2Distance,True,1000,BothSides,True,False,True,100.0,34.51300970873787,0.0,8.422229844119485
cora,L2Distance,True,1000,BothSides,True,False,False,100.0,35.975533980582526,0.0,7.969446140611305
cora,L2Distance,False,5,None,True,False,True,100.0,14.117669902912619,0.0,9.146701159749304
cora,L2Distance,False,5,None,True,False,False,100.0,15.476893203883492,0.0,9.30400575574982
cora,L2Distance,False,5,BothSides,True,False,True,100.0,11.667572815533982,0.0,0.3013812423143902
cora,L2Distance,False,5,BothSides,True,False,False,100.0,11.672621359223301,0.0,0.30830426901422137
cora,L2Distance,False,50,None,True,False,True,100.0,10.722330097087374,0.0,2.2483022155162375
cora,L2Distance,False,50,None,True,False,False,100.0,10.89281553398058,0.0,3.0399333974278835
cora,L2Distance,False,50,BothSides,True,False,True,100.0,13.14368932038835,0.0,0.8068025422383813
cora,L2Distance,False,50,BothSides,True,False,False,100.0,13.196116504854372,0.0,0.7991889563983178
cora,L2Distance,False,500,None,True,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,L2Distance,False,500,None,True,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,L2Distance,False,500,BothSides,True,False,True,100.0,42.3285436893204,0.0,6.0580530711536005
cora,L2Distance,False,500,BothSides,True,False,False,100.0,44.42019417475727,0.0,5.018123075857054
cora,L2Distance,False,40,None,True,False,True,100.0,10.722330097087374,0.0,2.2483022155162375
cora,L2Distance,False,40,None,True,False,False,100.0,10.89281553398058,0.0,3.0399333974278835
cora,L2Distance,False,40,BothSides,True,False,True,100.0,12.870679611650484,0.0,0.786945614948098
cora,L2Distance,False,40,BothSides,True,False,False,100.0,12.913398058252426,0.0,0.7595481141653334
cora,L2Distance,False,30,None,True,False,True,100.0,10.772038834951452,0.0,2.304492197193602
cora,L2Distance,False,30,None,True,False,False,100.0,10.903300970873781,0.0,3.0415236469284848
cora,L2Distance,False,30,BothSides,True,False,True,100.0,12.55650485436893,0.0,0.6970425926062542
cora,L2Distance,False,30,BothSides,True,False,False,100.0,12.583689320388348,0.0,0.6891525571703174
cora,L2Distance,False,20,None,True,False,True,100.0,11.126213592233006,0.0,4.2726512918932515
cora,L2Distance,False,20,None,True,False,False,100.0,11.424077669902909,0.0,5.109263105257398
cora,L2Distance,False,20,BothSides,True,False,True,100.0,12.416699029126216,0.0,0.6072389529732973
cora,L2Distance,False,20,BothSides,True,False,False,100.0,12.43611650485437,0.0,0.6232944378570611
cora,L2Distance,False,200,None,True,False,True,100.0,10.551844660194172,0.0,0.9002222366769624
cora,L2Distance,False,200,None,True,False,False,100.0,10.722330097087374,0.0,2.2483022155162375
cora,L2Distance,False,200,BothSides,True,False,True,100.0,14.5673786407767,0.0,1.4175437674852782
cora,L2Distance,False,200,BothSides,True,False,False,100.0,14.622912621359223,0.0,1.3915752599889826
cora,L2Distance,False,10,None,True,False,True,100.0,12.010097087378638,0.0,6.143732573829305
cora,L2Distance,False,10,None,True,False,False,100.0,13.490873786407764,0.0,8.120290648657981
cora,L2Distance,False,10,BothSides,True,False,True,100.0,12.2147572815534,0.0,0.4914257373695763
cora,L2Distance,False,10,BothSides,True,False,False,100.0,12.258252427184466,0.0,0.4866431614585793
cora,L2Distance,False,100,None,True,False,True,100.0,10.785242718446598,0.0,2.2061676200855724
cora,L2Distance,False,100,None,True,False,False,100.0,10.955728155339802,0.0,3.005337985142304
cora,L2Distance,False,100,BothSides,True,False,True,100.0,13.510291262135922,0.0,1.077134757359682
cora,L2Distance,False,100,BothSides,True,False,False,100.0,13.599223300970875,0.0,1.1094076496976457
cora,L2Distance,False,1000,None,True,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,L2Distance,False,1000,None,True,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,L2Distance,False,1000,BothSides,True,False,True,100.0,34.51300970873787,0.0,8.422229844119485
cora,L2Distance,False,1000,BothSides,True,False,False,100.0,35.975533980582526,0.0,7.969446140611305
cora,Covariance,True,5,None,True,False,True,100.0,32.275728155339806,0.0,2.8354647759768503
cora,Covariance,True,5,None,True,False,False,100.0,28.76038834951456,0.0,1.467788349616029
cora,Covariance,True,5,None,False,False,True,100.0,15.427184466019417,0.0,7.360093961868505
cora,Covariance,True,5,None,False,False,False,100.0,46.72427184466018,0.0,1.713975863985384
cora,Covariance,True,5,BothSides,True,False,True,100.0,38.85553398058253,0.0,2.1391922366616645
cora,Covariance,True,5,BothSides,True,False,False,100.0,40.50873786407767,0.0,2.4356264839093367
cora,Covariance,True,5,BothSides,False,False,True,100.0,55.228737864077665,0.0,2.546116206835897
cora,Covariance,True,5,BothSides,False,False,False,100.0,56.96543689320389,0.0,2.3117923077644447
cora,Covariance,True,50,None,True,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,True,50,None,True,False,False,100.0,51.268349514563106,0.0,1.8898997904211523
cora,Covariance,True,50,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,True,50,None,False,False,False,100.0,51.22485436893203,0.0,1.8572035062951215
cora,Covariance,True,50,BothSides,True,False,True,100.0,51.376699029126215,0.0,5.565758191597724
cora,Covariance,True,50,BothSides,True,False,False,100.0,55.50640776699029,0.0,3.62858248353995
cora,Covariance,True,50,BothSides,False,False,True,100.0,48.248932038834944,0.0,7.6545631929953055
cora,Covariance,True,50,BothSides,False,False,False,100.0,56.366990291262134,0.0,3.7293055466796776
cora,Covariance,True,500,None,True,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,True,500,None,True,False,False,100.0,45.515339805825235,0.0,5.540622088581373
cora,Covariance,True,500,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,True,500,None,False,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,True,500,BothSides,True,False,True,100.0,30.504466019417478,0.0,9.467452211206405
cora,Covariance,True,500,BothSides,True,False,False,100.0,40.73359223300971,0.0,7.508432099141989
cora,Covariance,True,500,BothSides,False,False,True,100.0,25.376310679611652,0.0,10.467501842164754
cora,Covariance,True,500,BothSides,False,False,False,100.0,34.095145631067965,0.0,9.540772104988022
cora,Covariance,True,40,None,True,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,True,40,None,True,False,False,100.0,51.04582524271845,0.0,1.9125908429875433
cora,Covariance,True,40,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,True,40,None,False,False,False,100.0,50.93941747572816,0.0,1.8102811295301302
cora,Covariance,True,40,BothSides,True,False,True,100.0,52.24116504854369,0.0,5.156729690323784
cora,Covariance,True,40,BothSides,True,False,False,100.0,55.87844660194176,0.0,3.438240775802008
cora,Covariance,True,40,BothSides,False,False,True,100.0,49.785631067961155,0.0,6.968390676546645
cora,Covariance,True,40,BothSides,False,False,False,100.0,57.05980582524272,0.0,3.5140043325586863
cora,Covariance,True,30,None,True,False,True,100.0,16.13087378640777,0.0,2.9916862462975917
cora,Covariance,True,30,None,True,False,False,100.0,50.762330097087386,0.0,2.0025031371297146
cora,Covariance,True,30,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,True,30,None,False,False,False,100.0,51.10951456310681,0.0,1.8035417653675276
cora,Covariance,True,30,BothSides,True,False,True,100.0,53.62446601941749,0.0,4.625319523625993
cora,Covariance,True,30,BothSides,True,False,False,100.0,56.2493203883495,0.0,3.289057565639651
cora,Covariance,True,30,BothSides,False,False,True,100.0,51.16000000000002,0.0,6.319835998115508
cora,Covariance,True,30,BothSides,False,False,False,100.0,57.58912621359224,0.0,3.237953268738518
cora,Covariance,True,20,None,True,False,True,100.0,15.816310679611654,0.0,2.5929760325615776
cora,Covariance,True,20,None,True,False,False,100.0,48.47844660194175,0.0,2.0514772535103276
cora,Covariance,True,20,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,True,20,None,False,False,False,100.0,51.41708737864079,0.0,1.9040891548121082
cora,Covariance,True,20,BothSides,True,False,True,100.0,53.27106796116505,0.0,3.996393340538787
cora,Covariance,True,20,BothSides,True,False,False,100.0,54.65669902912621,0.0,3.2394639560572402
cora,Covariance,True,20,BothSides,False,False,True,100.0,52.96815533980583,0.0,5.432217837181851
cora,Covariance,True,20,BothSides,False,False,False,100.0,58.08699029126214,0.0,2.8719837957066185
cora,Covariance,True,200,None,True,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,True,200,None,True,False,False,100.0,52.724271844660194,0.0,2.0423963347496246
cora,Covariance,True,200,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,True,200,None,False,False,False,100.0,53.65553398058253,0.0,2.860460602280116
cora,Covariance,True,200,BothSides,True,False,True,100.0,41.464854368932045,0.0,8.01897284552201
cora,Covariance,True,200,BothSides,True,False,False,100.0,50.0547572815534,0.0,5.205544134394651
cora,Covariance,True,200,BothSides,False,False,True,100.0,35.603106796116506,0.0,10.20606696821803
cora,Covariance,True,200,BothSides,False,False,False,100.0,46.66563106796118,0.0,7.201197039190612
cora,Covariance,True,10,None,True,False,True,100.0,21.061359223300975,0.0,9.189721692548803
cora,Covariance,True,10,None,True,False,False,100.0,43.96077669902913,0.0,1.8732580974622246
cora,Covariance,True,10,None,False,False,True,100.0,13.362718446601948,0.0,6.998101559082837
cora,Covariance,True,10,None,False,False,False,100.0,50.34135922330097,0.0,1.9074271393728812
cora,Covariance,True,10,BothSides,True,False,True,100.0,50.646990291262135,0.0,2.7372592873292656
cora,Covariance,True,10,BothSides,True,False,False,100.0,51.1304854368932,0.0,2.7169143809507337
cora,Covariance,True,10,BothSides,False,False,True,100.0,56.048932038834955,0.0,4.1434094954697205
cora,Covariance,True,10,BothSides,False,False,False,100.0,59.21475728155341,0.0,2.6092901883501676
cora,Covariance,True,100,None,True,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,True,100,None,True,False,False,100.0,51.45281553398059,0.0,1.8059387791847892
cora,Covariance,True,100,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,True,100,None,False,False,False,100.0,53.1157281553398,0.0,2.1395475325581765
cora,Covariance,True,100,BothSides,True,False,True,100.0,47.417864077669904,0.0,6.808360665079425
cora,Covariance,True,100,BothSides,True,False,False,100.0,53.57864077669904,0.0,4.1868089762176615
cora,Covariance,True,100,BothSides,False,False,True,100.0,42.701359223300976,0.0,9.01563133090767
cora,Covariance,True,100,BothSides,False,False,False,100.0,52.80077669902912,0.0,5.11087077282881
cora,Covariance,True,1000,None,True,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,True,1000,None,True,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,True,1000,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,True,1000,None,False,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,True,1000,BothSides,True,False,True,100.0,21.565825242718446,0.0,9.324586239104285
cora,Covariance,True,1000,BothSides,True,False,False,100.0,29.104466019417483,0.0,8.826748471841913
cora,Covariance,True,1000,BothSides,False,False,True,100.0,18.22485436893204,0.0,9.196858233994371
cora,Covariance,True,1000,BothSides,False,False,False,100.0,23.44970873786408,0.0,9.553530751308326
cora,Covariance,True,0,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,True,0,None,False,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,True,0,BothSides,False,False,True,100.0,10.804271844660189,0.0,0.305258281675429
cora,Covariance,True,0,BothSides,False,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,False,5,None,True,False,True,100.0,32.275728155339806,0.0,2.8354647759768503
cora,Covariance,False,5,None,True,False,False,100.0,28.76038834951456,0.0,1.467788349616029
cora,Covariance,False,5,None,False,False,True,100.0,15.427184466019417,0.0,7.360093961868505
cora,Covariance,False,5,None,False,False,False,100.0,46.72427184466018,0.0,1.713975863985384
cora,Covariance,False,5,BothSides,True,False,True,100.0,38.85553398058253,0.0,2.1391922366616645
cora,Covariance,False,5,BothSides,True,False,False,100.0,40.50873786407767,0.0,2.4356264839093367
cora,Covariance,False,5,BothSides,False,False,True,100.0,55.228737864077665,0.0,2.546116206835897
cora,Covariance,False,5,BothSides,False,False,False,100.0,56.96543689320389,0.0,2.3117923077644447
cora,Covariance,False,50,None,True,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,False,50,None,True,False,False,100.0,51.268349514563106,0.0,1.8898997904211523
cora,Covariance,False,50,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,False,50,None,False,False,False,100.0,51.22485436893203,0.0,1.8572035062951215
cora,Covariance,False,50,BothSides,True,False,True,100.0,51.376699029126215,0.0,5.565758191597724
cora,Covariance,False,50,BothSides,True,False,False,100.0,55.50640776699029,0.0,3.62858248353995
cora,Covariance,False,50,BothSides,False,False,True,100.0,48.248932038834944,0.0,7.6545631929953055
cora,Covariance,False,50,BothSides,False,False,False,100.0,56.366990291262134,0.0,3.7293055466796776
cora,Covariance,False,500,None,True,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,False,500,None,True,False,False,100.0,45.515339805825235,0.0,5.540622088581373
cora,Covariance,False,500,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,False,500,None,False,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,False,500,BothSides,True,False,True,100.0,30.504466019417478,0.0,9.467452211206405
cora,Covariance,False,500,BothSides,True,False,False,100.0,40.73359223300971,0.0,7.508432099141989
cora,Covariance,False,500,BothSides,False,False,True,100.0,25.376310679611652,0.0,10.467501842164754
cora,Covariance,False,500,BothSides,False,False,False,100.0,34.095145631067965,0.0,9.540772104988022
cora,Covariance,False,40,None,True,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,False,40,None,True,False,False,100.0,51.04582524271845,0.0,1.9125908429875433
cora,Covariance,False,40,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,False,40,None,False,False,False,100.0,50.93941747572816,0.0,1.8102811295301302
cora,Covariance,False,40,BothSides,True,False,True,100.0,52.24116504854369,0.0,5.156729690323784
cora,Covariance,False,40,BothSides,True,False,False,100.0,55.87844660194176,0.0,3.438240775802008
cora,Covariance,False,40,BothSides,False,False,True,100.0,49.785631067961155,0.0,6.968390676546645
cora,Covariance,False,40,BothSides,False,False,False,100.0,57.05980582524272,0.0,3.5140043325586863
cora,Covariance,False,30,None,True,False,True,100.0,16.13087378640777,0.0,2.9916862462975917
cora,Covariance,False,30,None,True,False,False,100.0,50.762330097087386,0.0,2.0025031371297146
cora,Covariance,False,30,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,False,30,None,False,False,False,100.0,51.10951456310681,0.0,1.8035417653675276
cora,Covariance,False,30,BothSides,True,False,True,100.0,53.62446601941749,0.0,4.625319523625993
cora,Covariance,False,30,BothSides,True,False,False,100.0,56.2493203883495,0.0,3.289057565639651
cora,Covariance,False,30,BothSides,False,False,True,100.0,51.16000000000002,0.0,6.319835998115508
cora,Covariance,False,30,BothSides,False,False,False,100.0,57.58912621359224,0.0,3.237953268738518
cora,Covariance,False,20,None,True,False,True,100.0,15.816310679611654,0.0,2.5929760325615776
cora,Covariance,False,20,None,True,False,False,100.0,48.47844660194175,0.0,2.0514772535103276
cora,Covariance,False,20,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,False,20,None,False,False,False,100.0,51.41708737864079,0.0,1.9040891548121082
cora,Covariance,False,20,BothSides,True,False,True,100.0,53.27106796116505,0.0,3.996393340538787
cora,Covariance,False,20,BothSides,True,False,False,100.0,54.65669902912621,0.0,3.2394639560572402
cora,Covariance,False,20,BothSides,False,False,True,100.0,52.96815533980583,0.0,5.432217837181851
cora,Covariance,False,20,BothSides,False,False,False,100.0,58.08699029126214,0.0,2.8719837957066185
cora,Covariance,False,200,None,True,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,False,200,None,True,False,False,100.0,52.724271844660194,0.0,2.0423963347496246
cora,Covariance,False,200,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,False,200,None,False,False,False,100.0,53.65553398058253,0.0,2.860460602280116
cora,Covariance,False,200,BothSides,True,False,True,100.0,41.464854368932045,0.0,8.01897284552201
cora,Covariance,False,200,BothSides,True,False,False,100.0,50.0547572815534,0.0,5.205544134394651
cora,Covariance,False,200,BothSides,False,False,True,100.0,35.603106796116506,0.0,10.20606696821803
cora,Covariance,False,200,BothSides,False,False,False,100.0,46.66563106796118,0.0,7.201197039190612
cora,Covariance,False,10,None,True,False,True,100.0,21.061359223300975,0.0,9.189721692548803
cora,Covariance,False,10,None,True,False,False,100.0,43.96077669902913,0.0,1.8732580974622246
cora,Covariance,False,10,None,False,False,True,100.0,13.362718446601948,0.0,6.998101559082837
cora,Covariance,False,10,None,False,False,False,100.0,50.34135922330097,0.0,1.9074271393728812
cora,Covariance,False,10,BothSides,True,False,True,100.0,50.646990291262135,0.0,2.7372592873292656
cora,Covariance,False,10,BothSides,True,False,False,100.0,51.1304854368932,0.0,2.7169143809507337
cora,Covariance,False,10,BothSides,False,False,True,100.0,56.048932038834955,0.0,4.1434094954697205
cora,Covariance,False,10,BothSides,False,False,False,100.0,59.21475728155341,0.0,2.6092901883501676
cora,Covariance,False,100,None,True,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,False,100,None,True,False,False,100.0,51.45281553398059,0.0,1.8059387791847892
cora,Covariance,False,100,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,False,100,None,False,False,False,100.0,53.1157281553398,0.0,2.1395475325581765
cora,Covariance,False,100,BothSides,True,False,True,100.0,47.417864077669904,0.0,6.808360665079425
cora,Covariance,False,100,BothSides,True,False,False,100.0,53.57864077669904,0.0,4.1868089762176615
cora,Covariance,False,100,BothSides,False,False,True,100.0,42.701359223300976,0.0,9.01563133090767
cora,Covariance,False,100,BothSides,False,False,False,100.0,52.80077669902912,0.0,5.11087077282881
cora,Covariance,False,1000,None,True,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,False,1000,None,True,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,False,1000,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,False,1000,None,False,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,False,1000,BothSides,True,False,True,100.0,21.565825242718446,0.0,9.324586239104285
cora,Covariance,False,1000,BothSides,True,False,False,100.0,29.104466019417483,0.0,8.826748471841913
cora,Covariance,False,1000,BothSides,False,False,True,100.0,18.22485436893204,0.0,9.196858233994371
cora,Covariance,False,1000,BothSides,False,False,False,100.0,23.44970873786408,0.0,9.553530751308326
cora,Covariance,False,0,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,False,0,None,False,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Covariance,False,0,BothSides,False,False,True,100.0,10.804271844660189,0.0,0.305258281675429
cora,Covariance,False,0,BothSides,False,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,5,None,True,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,5,None,True,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,5,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,5,None,False,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,5,BothSides,True,False,True,100.0,37.984466019417475,0.0,2.3930744958032433
cora,Cosine,True,5,BothSides,True,False,False,100.0,37.89592233009709,0.0,2.2377788160579035
cora,Cosine,True,5,BothSides,False,False,True,100.0,56.91805825242719,0.0,3.5348532796354286
cora,Cosine,True,5,BothSides,False,False,False,100.0,57.6978640776699,0.0,2.9027409372227004
cora,Cosine,True,50,None,True,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,50,None,True,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,50,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,50,None,False,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,50,BothSides,True,False,True,100.0,57.97553398058253,0.0,3.20833420782555
cora,Cosine,True,50,BothSides,True,False,False,100.0,58.447378640776705,0.0,2.8726577684002113
cora,Cosine,True,50,BothSides,False,False,True,100.0,57.17398058252427,0.0,4.212544650769322
cora,Cosine,True,50,BothSides,False,False,False,100.0,57.534757281553404,0.0,4.009070609087271
cora,Cosine,True,500,None,True,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,500,None,True,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,500,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,500,None,False,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,500,BothSides,True,False,True,100.0,45.58291262135923,0.0,6.9225305217516295
cora,Cosine,True,500,BothSides,True,False,False,100.0,45.992621359223314,0.0,6.797393932649118
cora,Cosine,True,500,BothSides,False,False,True,100.0,37.688932038834956,0.0,9.554423332780548
cora,Cosine,True,500,BothSides,False,False,False,100.0,37.9716504854369,0.0,9.490971115618468
cora,Cosine,True,40,None,True,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,40,None,True,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,40,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,40,None,False,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,40,BothSides,True,False,True,100.0,58.58990291262136,0.0,2.950095215028811
cora,Cosine,True,40,BothSides,True,False,False,100.0,59.10368932038835,0.0,2.6298097804921654
cora,Cosine,True,40,BothSides,False,False,True,100.0,57.37592233009708,0.0,4.038003107017148
cora,Cosine,True,40,BothSides,False,False,False,100.0,57.726213592233016,0.0,3.8280168345092322
cora,Cosine,True,30,None,True,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,30,None,True,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,30,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,30,None,False,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,30,BothSides,True,False,True,100.0,58.65514563106796,0.0,2.8619417673341383
cora,Cosine,True,30,BothSides,True,False,False,100.0,59.10213592233009,0.0,2.5300085969816797
cora,Cosine,True,30,BothSides,False,False,True,100.0,57.57669902912622,0.0,3.930588249749125
cora,Cosine,True,30,BothSides,False,False,False,100.0,57.96349514563108,0.0,3.656068112954714
cora,Cosine,True,20,None,True,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,20,None,True,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,20,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,20,None,False,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,20,BothSides,True,False,True,100.0,57.62097087378642,0.0,2.874755124055286
cora,Cosine,True,20,BothSides,True,False,False,100.0,58.15766990291263,0.0,2.5466924834645996
cora,Cosine,True,20,BothSides,False,False,True,100.0,57.671844660194175,0.0,3.731104719281124
cora,Cosine,True,20,BothSides,False,False,False,100.0,58.09708737864079,0.0,3.4394527247391995
cora,Cosine,True,200,None,True,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,200,None,True,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,200,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,200,None,False,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,200,BothSides,True,False,True,100.0,53.68155339805825,0.0,4.584707395067668
cora,Cosine,True,200,BothSides,True,False,False,100.0,54.13436893203883,0.0,4.397601450805249
cora,Cosine,True,200,BothSides,False,False,True,100.0,49.8664077669903,0.0,6.880235732622117
cora,Cosine,True,200,BothSides,False,False,False,100.0,50.2264077669903,0.0,6.739364831046743
cora,Cosine,True,10,None,True,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,10,None,True,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,10,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,10,None,False,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,10,BothSides,True,False,True,100.0,53.08932038834951,0.0,2.874465283236191
cora,Cosine,True,10,BothSides,True,False,False,100.0,53.410485436893204,0.0,2.5729254711811254
cora,Cosine,True,10,BothSides,False,False,True,100.0,58.10485436893204,0.0,3.799400163997395
cora,Cosine,True,10,BothSides,False,False,False,100.0,58.671067961165065,0.0,3.2790204735992963
cora,Cosine,True,100,None,True,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,100,None,True,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,100,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,100,None,False,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,100,BothSides,True,False,True,100.0,56.689708737864095,0.0,3.782712142221453
cora,Cosine,True,100,BothSides,True,False,False,100.0,57.13864077669903,0.0,3.541972740244951
cora,Cosine,True,100,BothSides,False,False,True,100.0,54.90097087378642,0.0,5.087522417000436
cora,Cosine,True,100,BothSides,False,False,False,100.0,55.24077669902913,0.0,4.904761739164841
cora,Cosine,True,1000,None,True,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,1000,None,True,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,1000,None,False,False,True,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,1000,None,False,False,False,100.0,10.834951456310675,0.0,5.329070518200751e-15
cora,Cosine,True,1000,BothSides,True,False,True,100.0,32.70796116504855,0.0,8.638181532396388
cora,Cosine,True,1000,BothSides,True,False,False,100.0,32.98718446601942,0.0,8.588737688481036
cora,Cosine,True,1000,BothSides,False,False,True,100.0,25.381359223300976,0.0,9.776585076610523
cora,Cosine,True,1000,BothSides,False,False,False,100.0,25.575145631067958,0.0,9.77909469399986
