dataset,graph_type,minmaxscaler,nn,normalization,nnk,kalofolias,self_loop,ami,ari,nmi
flowers102,L2Distance,True,5,BothSides,True,False,True,26.65367853758743,4.532899959036281,57.9248891127189
flowers102,L2Distance,True,5,BothSides,True,False,False,26.243861412593088,4.982074920619641,57.77340478876536
flowers102,L2Distance,True,50,None,True,False,True,38.94304664918053,20.061753953520434,67.44172269364151
flowers102,L2Distance,True,50,None,True,False,False,38.94304664918053,20.061753953520434,67.44172269364151
flowers102,L2Distance,True,50,BothSides,True,False,True,39.855703097349675,21.06051197606053,68.01012334977898
flowers102,L2Distance,True,50,BothSides,True,False,False,40.35261629317862,20.712209197051802,67.94199010166452
flowers102,L2Distance,True,500,None,True,False,True,21.52432059306328,1.304553812137822,42.06587545148184
flowers102,L2Distance,True,500,None,True,False,False,21.52432059306328,1.304553812137822,42.06587545148184
flowers102,L2Distance,True,500,BothSides,True,False,True,33.44416439377521,4.243864771070804,59.49525355235467
flowers102,L2Distance,True,500,BothSides,True,False,False,37.53341720793385,18.778852689222067,66.82912698178183
flowers102,L2Distance,True,40,None,True,False,True,38.40368843882218,19.04679740044201,66.0697654264316
flowers102,L2Distance,True,40,None,True,False,False,38.40368843882218,19.04679740044201,66.0697654264316
flowers102,L2Distance,True,40,BothSides,True,False,True,39.30242119360069,21.14634008400358,67.88516773697471
flowers102,L2Distance,True,40,BothSides,True,False,False,40.221089950639936,20.246530629443264,67.77283102105544
flowers102,L2Distance,True,30,None,True,False,True,38.43164357652384,20.00006864416364,67.16375969397602
flowers102,L2Distance,True,30,None,True,False,False,38.43164357652384,20.00006864416364,67.16375969397602
flowers102,L2Distance,True,30,BothSides,True,False,True,37.60431253037016,18.452253963318707,66.69296877676302
flowers102,L2Distance,True,30,BothSides,True,False,False,39.09877347127329,19.972269069292903,67.12585050835345
flowers102,L2Distance,True,20,None,True,False,True,37.913600635678094,18.11544541807905,66.36500637768779
flowers102,L2Distance,True,20,None,True,False,False,37.913600635678094,18.11544541807905,66.36500637768779
flowers102,L2Distance,True,20,BothSides,True,False,True,37.880603089632444,17.607256775209084,66.51019137683816
flowers102,L2Distance,True,20,BothSides,True,False,False,38.47307009114036,17.957453039754455,66.69121093147552
flowers102,L2Distance,True,200,None,True,False,True,37.48094079460686,16.17244309200652,65.26979071729374
flowers102,L2Distance,True,200,None,True,False,False,37.48094079460686,16.17244309200652,65.26979071729374
flowers102,L2Distance,True,200,BothSides,True,False,True,37.52593023043604,16.2367836055179,65.94841168581326
flowers102,L2Distance,True,200,BothSides,True,False,False,36.92560391334705,17.115279399004685,65.93997117516224
flowers102,L2Distance,True,10,None,True,False,True,35.83118557038256,12.434815231744585,65.14499465325598
flowers102,L2Distance,True,10,None,True,False,False,36.01100750718289,12.58845598958629,64.94156017009121
