dataset,graph_type,minmaxscaler,nn,normalization,nnk,kalofolias,self_loop,acc_train,acc_train_std,acc_test,acc_test_std
flowers102,kalofolias,False,40,BothSides,False,True,True,99.99803921568626,0.043800603732722425,34.363616557734204,1.8428212335370258
flowers102,kalofolias,False,40,BothSides,False,True,False,99.20588235294116,0.8295183726044133,32.236383442265804,1.8701870097140436
flowers102,kalofolias,False,30,None,False,True,True,100.0,0.0,36.126143790849675,1.9229308995466154
flowers102,kalofolias,False,30,None,False,True,False,99.95784313725491,0.1988795025052192,33.985838779956424,1.9731030968877963
flowers102,kalofolias,False,30,BothSides,False,True,True,100.0,0.0,35.387908496732024,1.8376350315028576
flowers102,kalofolias,False,30,BothSides,False,True,False,99.56274509803922,0.6361861324163028,33.80185185185185,1.9034662733519683
flowers102,kalofolias,False,20,None,False,True,True,100.0,0.0,37.27995642701525,1.8908777125292062
flowers102,kalofolias,False,20,None,False,True,False,99.95588235294117,0.20323933766301625,35.501742919389976,1.9621973968909827
flowers102,kalofolias,False,20,BothSides,False,True,True,100.0,0.0,36.4136165577342,1.8527431886683086
flowers102,kalofolias,False,20,BothSides,False,True,False,99.82745098039216,0.3982661383484853,35.36056644880175,1.9030158139159294
flowers102,kalofolias,False,200,None,False,True,True,98.42156862745097,1.2834902314251515,22.703050108932462,1.6427600499274513
flowers102,kalofolias,False,200,None,False,True,False,90.78235294117647,2.7342917553374617,19.162962962962965,1.5259604529575443
flowers102,kalofolias,False,200,BothSides,False,True,True,99.54215686274509,0.6113993064111566,24.891830065359482,1.5505568878904978
flowers102,kalofolias,False,200,BothSides,False,True,False,96.16862745098038,1.514868003253689,21.008605664488023,1.4493713518168698
flowers102,kalofolias,False,10,None,False,True,True,100.0,0.0,37.92167755991286,1.8907498722928113
flowers102,kalofolias,False,10,None,False,True,False,99.83529411764705,0.3918822567954283,35.99183006535948,1.9611442873393186
flowers102,kalofolias,False,10,BothSides,False,True,True,100.0,0.0,37.01481481481482,1.8729491056341203
flowers102,kalofolias,False,10,BothSides,False,True,False,99.99019607843137,0.09754778795162837,35.777015250544665,1.914738672744963
flowers102,kalofolias,False,100,None,False,True,True,99.99607843137254,0.06188130916886013,29.0545751633987,1.740620621174269
flowers102,kalofolias,False,100,None,False,True,False,98.87647058823529,0.979746846446509,25.273420479302832,1.6213816620483021
flowers102,kalofolias,False,100,BothSides,False,True,True,99.89117647058823,0.3290950274633656,29.357625272331155,1.7488935975646824
flowers102,kalofolias,False,100,BothSides,False,True,False,97.61372549019607,1.2407458287083364,26.088562091503267,1.6222013272731668
flowers102,kalofolias,False,1000,None,False,True,True,1.011764705882353,0.1780323052990771,0.9965141612200437,0.12972095426448904
flowers102,kalofolias,False,1000,None,False,True,False,0.9892156862745098,0.10244511663489657,0.9871459694989108,0.09269864489175442
flowers102,kalofolias,False,1000,BothSides,False,True,True,10.733333333333333,2.8517947969680146,4.5056644880174295,0.8896585319829071
flowers102,kalofolias,False,1000,BothSides,False,True,False,5.179411764705882,1.4405130525862235,3.0052287581699346,0.7176512917664556
flowers102,RBF,True,5,None,True,False,True,99.66764705882352,0.5784139246288373,29.911220043572985,1.7900251184209446
flowers102,RBF,True,5,None,True,False,False,67.04313725490196,3.9591998383822524,23.711655773420482,1.7350519294550923
flowers102,RBF,True,5,None,False,False,True,99.49313725490195,0.6704843114060139,30.12244008714597,1.7632038041008307
flowers102,RBF,True,5,None,False,False,False,99.51568627450979,0.6059140800119952,29.3843137254902,1.7393976402264038
flowers102,RBF,True,5,BothSides,True,False,True,99.72941176470587,0.51861169774807,31.510566448801747,2.064256387880138
flowers102,RBF,True,5,BothSides,True,False,False,67.04411764705883,3.9594706373197157,23.84869281045752,1.7814112841372574
flowers102,RBF,True,5,BothSides,False,False,True,100.0,0.0,35.588017429193904,1.9044460026513061
flowers102,RBF,True,5,BothSides,False,False,False,99.98823529411764,0.1067502555985573,34.88747276688453,1.901181099188617
flowers102,RBF,True,50,None,True,False,True,71.21666666666665,4.98190873543587,19.251089324618736,1.8201156509705116
flowers102,RBF,True,50,None,True,False,False,64.29607843137255,5.09797096485234,17.86459694989107,1.6727677889914199
flowers102,RBF,True,50,None,False,False,True,14.272549019607842,3.193225600347933,5.919607843137256,1.2307200726905538
flowers102,RBF,True,50,None,False,False,False,13.547058823529413,3.1241878606356033,5.743246187363835,1.1614584800189187
flowers102,RBF,True,50,BothSides,True,False,True,98.83725490196075,0.9481988834865501,27.857843137254903,1.8061211599764544
flowers102,RBF,True,50,BothSides,True,False,False,94.75392156862743,1.9161084388426655,26.598583877995647,1.7676163329831824
flowers102,RBF,True,50,BothSides,False,False,True,94.95196078431371,1.9692950102435756,19.11579520697168,1.4108571101221903
flowers102,RBF,True,50,BothSides,False,False,False,94.18823529411765,2.1015217569020774,18.716230936819173,1.388548272983827
flowers102,RBF,True,500,None,True,False,True,1.7784313725490195,0.8303892631382318,1.4397603485838781,0.48196811683768576
flowers102,RBF,True,500,None,True,False,False,1.880392156862745,0.9045550925273413,1.4535947712418302,0.49207656732867633
flowers102,RBF,True,500,None,False,False,True,0.9872549019607844,0.08173789940037139,0.9873638344226581,0.09126330190386432
flowers102,RBF,True,500,None,False,False,False,0.9852941176470588,0.10270748450861254,0.9871459694989108,0.09609275702288689
flowers102,RBF,True,500,BothSides,True,False,True,68.04901960784314,4.004022871334711,12.046187363834424,1.2419301263055103
flowers102,RBF,True,500,BothSides,True,False,False,65.97843137254903,3.9858935226826846,11.632788671023965,1.2200556284418398
flowers102,RBF,True,500,BothSides,False,False,True,8.233333333333334,2.118099987873872,3.6413943355119827,0.787400244874073
flowers102,RBF,True,500,BothSides,False,False,False,7.9303921568627445,2.0632722710385933,3.5870370370370375,0.7807042869101272
flowers102,RBF,True,40,None,True,False,True,81.90784313725491,4.05625143471817,21.777668845315908,1.8356798634137836
flowers102,RBF,True,40,None,True,False,False,74.30588235294117,4.745618185719222,20.110675381263615,1.7181606944731913
flowers102,RBF,True,40,None,False,False,True,19.875490196078434,3.8678267310834866,7.283660130718954,1.345849452734911
flowers102,RBF,True,40,None,False,False,False,18.36862745098039,3.748677070248762,7.015468409586058,1.2900767843287746
flowers102,RBF,True,40,BothSides,True,False,True,99.08529411764705,0.8263903387178385,28.559368191721138,1.898278643814028
flowers102,RBF,True,40,BothSides,True,False,False,93.62843137254902,2.179912267333669,26.982897603485842,1.8225373977642951
flowers102,RBF,True,40,BothSides,False,False,True,96.15686274509801,1.6642427587390558,20.9041394335512,1.44054686316484
flowers102,RBF,True,40,BothSides,False,False,False,95.49117647058823,1.8194660082483243,20.403267973856213,1.4448354147086375
flowers102,RBF,True,30,None,True,False,True,91.5578431372549,2.747141921179516,24.87625272331155,1.8230930570655066
flowers102,RBF,True,30,None,True,False,False,83.7843137254902,3.542242473037829,22.898583877995645,1.860524734471891
flowers102,RBF,True,30,None,False,False,True,30.226470588235294,5.0083013555777,9.500217864923746,1.5215375570501248
flowers102,RBF,True,30,None,False,False,False,27.92843137254902,4.6751273402793805,8.94967320261438,1.436162189723568
flowers102,RBF,True,30,BothSides,True,False,True,99.35098039215687,0.7464873528301794,29.60751633986928,1.8969073378699186
flowers102,RBF,True,30,BothSides,True,False,False,92.04705882352943,2.4496969188520006,27.35773420479303,1.8013070841409695
flowers102,RBF,True,30,BothSides,False,False,True,97.56078431372548,1.326922303273065,23.487799564270155,1.5293360221827117
flowers102,RBF,True,30,BothSides,False,False,False,96.99117647058823,1.4489383484339424,22.905664488017432,1.5184611755129118
flowers102,RBF,True,20,None,True,False,True,97.31176470588234,1.5610835756060337,28.894444444444446,1.839772209922715
flowers102,RBF,True,20,None,True,False,False,86.94901960784313,2.9911853072793155,26.569389978213508,1.7838679345280697
flowers102,RBF,True,20,None,False,False,True,51.61666666666667,5.968792914018891,13.851525054466231,1.7022500157228664
flowers102,RBF,True,20,None,False,False,False,46.76960784313725,5.803720766929128,12.950108932461873,1.6485627161419742
flowers102,RBF,True,20,BothSides,True,False,True,99.88039215686274,0.34954245921754057,31.891067538126364,1.9069914777023897
flowers102,RBF,True,20,BothSides,True,False,False,88.8549019607843,2.8283210975206656,28.98191721132898,1.7756161165767126
flowers102,RBF,True,20,BothSides,False,False,True,98.82647058823528,0.9475838880613676,27.34564270152506,1.6458750940774964
flowers102,RBF,True,20,BothSides,False,False,False,98.43333333333331,1.0669603834365877,26.62298474945534,1.6507268833474262
flowers102,RBF,True,200,None,True,False,True,11.851960784313727,2.9038611623379245,5.513616557734205,1.134168336894656
flowers102,RBF,True,200,None,True,False,False,11.098039215686274,2.8666371608685113,5.286928104575164,1.1118095758440039
flowers102,RBF,True,200,None,False,False,True,1.7480392156862745,0.7793414692680458,1.4671023965141612,0.529830473582816
flowers102,RBF,True,200,None,False,False,False,1.6980392156862745,0.8261954976786472,1.4465141612200436,0.558762572747644
flowers102,RBF,True,200,BothSides,True,False,True,96.04117647058823,1.7719231499604138,19.77298474945534,1.4319699114616091
flowers102,RBF,True,200,BothSides,True,False,False,93.9735294117647,2.1034818081057676,19.21764705882353,1.3908985247316545
flowers102,RBF,True,200,BothSides,False,False,True,62.71078431372548,4.375424953272814,9.49934640522876,1.2530187394378325
flowers102,RBF,True,200,BothSides,False,False,False,61.57843137254902,4.391883307307443,9.382352941176473,1.245775466307021
flowers102,RBF,True,10,None,True,False,True,99.25294117647057,0.8104446024693266,31.42298474945534,1.894280797530059
flowers102,RBF,True,10,None,True,False,False,81.25490196078432,3.355119118354339,27.84433551198257,1.8858020797042212
flowers102,RBF,True,10,None,False,False,True,89.9049019607843,3.9761871684200596,23.65893246187364,1.8309057587692263
flowers102,RBF,True,10,None,False,False,False,86.53529411764707,4.692305168784437,22.679738562091504,1.7966328389927508
flowers102,RBF,True,10,BothSides,True,False,True,99.90686274509802,0.3005425697248863,32.941830065359476,1.9849490272711352
flowers102,RBF,True,10,BothSides,True,False,False,81.44313725490196,3.3466883560783636,28.588344226579522,1.7585711942863764
flowers102,RBF,True,10,BothSides,False,False,True,99.93921568627451,0.24832386983353655,34.36851851851853,1.7795376844426154
flowers102,RBF,True,10,BothSides,False,False,False,99.88235294117648,0.33620447449964924,33.72331154684096,1.767553312123413
flowers102,RBF,True,100,None,True,False,True,33.87450980392157,4.9764242337803095,11.118736383442267,1.5587588232521745
flowers102,RBF,True,100,None,True,False,False,29.89803921568627,4.728091383987048,10.33954248366013,1.4955602303164726
flowers102,RBF,True,100,None,False,False,True,5.025490196078432,1.7350791935143028,3.0416122004357304,0.8460758156991175
flowers102,RBF,True,100,None,False,False,False,4.873529411764706,1.754370332444164,3.0115468409586055,0.8809308586456571
flowers102,RBF,True,100,BothSides,True,False,True,97.28235294117644,1.2887649252985365,23.30446623093682,1.587668770426143
flowers102,RBF,True,100,BothSides,True,False,False,94.93431372549018,1.8891602299623396,22.716230936819173,1.550950289689486
flowers102,RBF,True,100,BothSides,False,False,True,86.57058823529412,2.9311587567129442,13.895642701525055,1.2736070951708771
flowers102,RBF,True,100,BothSides,False,False,False,85.43627450980392,3.059699315298554,13.66132897603486,1.2647620784326288
flowers102,RBF,True,1000,None,True,False,True,0.9803921568627451,0.0,0.982570806100218,0.05780609656392852
flowers102,RBF,True,1000,None,True,False,False,0.9803921568627451,0.0,0.9824618736383443,0.05832099957284881
flowers102,RBF,True,1000,None,False,False,True,0.9803921568627451,0.0,0.9818082788671024,0.05994562383672247
flowers102,RBF,True,1000,None,False,False,False,0.9803921568627451,0.0,0.9811546840958606,0.061133437216649544
flowers102,RBF,True,1000,BothSides,True,False,True,1.21078431372549,0.4490313809570533,1.0663398692810457,0.14930023488240105
flowers102,RBF,True,1000,BothSides,True,False,False,1.0431372549019606,0.2628913845034411,1.0613289760348585,0.14756030850366425
flowers102,RBF,True,1000,BothSides,False,False,True,0.9833333333333334,0.08197274516346731,0.9797385620915033,0.10019204934149976
flowers102,RBF,True,1000,BothSides,False,False,False,0.9833333333333333,0.06926177435756886,0.978649237472767,0.1012394647944757
flowers102,RBF,True,0,None,False,False,True,0.9803921568627451,0.0,0.9826797385620916,0.05972032841649623
flowers102,RBF,True,0,None,False,False,False,0.9803921568627451,0.0,0.9822440087145969,0.060131409645239074
flowers102,RBF,True,0,BothSides,False,False,True,0.9813725490196077,0.1117776050347858,0.970479302832244,0.10831628562257892
flowers102,RBF,True,0,BothSides,False,False,False,0.980392156862745,0.11600156437450228,0.9706971677559914,0.1058988820400318
flowers102,RBF,False,5,None,True,False,True,99.65882352941175,0.5724147035575713,30.007298474945536,1.829912688802491
flowers102,RBF,False,5,None,True,False,False,72.69313725490196,3.8262171297548213,25.038126361655774,1.8075158507793334
flowers102,RBF,False,5,None,False,False,True,99.60686274509804,0.5834766671819105,29.836819172113298,1.8312074841495867
flowers102,RBF,False,5,None,False,False,False,99.628431372549,0.5505571956503942,29.285947712418302,1.8358302672652205
flowers102,RBF,False,5,BothSides,True,False,True,99.77843137254902,0.4566186337648368,31.85021786492375,2.1200528950799287
flowers102,RBF,False,5,BothSides,True,False,False,72.69313725490196,3.824709596643171,25.568409586056646,1.8558027698598052
flowers102,RBF,False,5,BothSides,False,False,True,99.98039215686273,0.13725490196078285,34.39509803921569,1.9297685882316742
flowers102,RBF,False,5,BothSides,False,False,False,99.97941176470587,0.14057264660477622,33.75468409586057,1.9343981575011198
flowers102,RBF,False,50,None,True,False,True,70.11372549019609,4.802295042770303,18.11938997821351,1.6845309141646911
flowers102,RBF,False,50,None,True,False,False,64.50686274509805,4.890357934802755,16.961655773420482,1.6670252366073417
flowers102,RBF,False,50,None,False,False,True,17.662745098039217,3.7452705021372172,6.6567538126361665,1.253116917419955
flowers102,RBF,False,50,None,False,False,False,16.70392156862745,3.531393234634737,6.412091503267975,1.2420413715801442
flowers102,RBF,False,50,BothSides,True,False,True,98.47450980392155,1.0239650489037204,26.412418300653595,1.719335414496521
flowers102,RBF,False,50,BothSides,True,False,False,95.6970588235294,1.7651630671399101,25.347058823529412,1.6744071185344471
flowers102,RBF,False,50,BothSides,False,False,True,95.60980392156861,1.6990838158103891,18.793355119825712,1.4185310119846046
flowers102,RBF,False,50,BothSides,False,False,False,94.94117647058822,1.8332022601776634,18.420043572984753,1.4092542702666102
flowers102,RBF,False,500,None,True,False,True,1.8156862745098037,0.8592263358357747,1.484095860566449,0.5081045359286541
flowers102,RBF,False,500,None,True,False,False,1.8627450980392155,0.8669682733111428,1.479847494553377,0.5135882553073733
flowers102,RBF,False,500,None,False,False,True,1.0127450980392156,0.18053862340386145,1.0009803921568627,0.142000431464016
flowers102,RBF,False,500,None,False,False,False,1.007843137254902,0.16757537740565878,0.9990196078431374,0.1232314092511683
flowers102,RBF,False,500,BothSides,True,False,True,65.70392156862744,4.1350793462204125,10.556100217864925,1.177418196394399
flowers102,RBF,False,500,BothSides,True,False,False,63.66372549019608,4.183303693999782,10.212418300653598,1.1753378513610915
flowers102,RBF,False,500,BothSides,False,False,True,11.111764705882353,2.4091417268508355,3.627777777777778,0.742078688833998
flowers102,RBF,False,500,BothSides,False,False,False,10.819607843137256,2.4131798813104894,3.585947712418301,0.7405039269667073
flowers102,RBF,False,40,None,True,False,True,81.18137254901961,4.098810205174085,20.624727668845317,1.7741442339945546
flowers102,RBF,False,40,None,True,False,False,75.9049019607843,4.300343659988387,19.39095860566449,1.6812373713509754
flowers102,RBF,False,40,None,False,False,True,24.399019607843137,4.358306951651471,8.062200435729848,1.3693329501760267
flowers102,RBF,False,40,None,False,False,False,22.777450980392153,4.203208963418025,7.7782135076252725,1.3380559846815532
flowers102,RBF,False,40,BothSides,True,False,True,99.09411764705881,0.8273859281184595,27.850871459694993,1.7924231984501622
flowers102,RBF,False,40,BothSides,True,False,False,96.24117647058823,1.677142394920962,26.762962962962963,1.770821539397125
flowers102,RBF,False,40,BothSides,False,False,True,96.45294117647057,1.5983928394978324,20.394008714596954,1.472950217250688
flowers102,RBF,False,40,BothSides,False,False,False,95.84411764705881,1.702577088648628,19.983006535947716,1.474081480046079
flowers102,RBF,False,30,None,True,False,True,90.9450980392157,2.9763104144559196,23.68311546840959,1.8174299219006853
flowers102,RBF,False,30,None,True,False,False,86.1843137254902,3.2990649124296487,22.361655773420484,1.7936767702675096
flowers102,RBF,False,30,None,False,False,True,35.59313725490196,5.2545704277916805,10.20272331154684,1.4323772890192281
flowers102,RBF,False,30,None,False,False,False,32.75588235294118,4.816717551803947,9.806427015250545,1.4900848763755756
flowers102,RBF,False,30,BothSides,True,False,True,99.43431372549018,0.713784068916923,29.428104575163403,1.8533938857212564
flowers102,RBF,False,30,BothSides,True,False,False,95.53039215686273,1.8700884665547932,28.119934640522878,1.7922257718626213
flowers102,RBF,False,30,BothSides,False,False,True,97.74999999999999,1.2616146291600214,22.982135076252725,1.5953806114616302
flowers102,RBF,False,30,BothSides,False,False,False,97.21176470588233,1.39328316769788,22.463616557734202,1.58177790786609
flowers102,RBF,False,20,None,True,False,True,97.34215686274509,1.4950511082316,27.502832244008715,1.883767724595483
flowers102,RBF,False,20,None,True,False,False,91.11470588235295,2.563876574860576,25.863180827886712,1.735387538565768
flowers102,RBF,False,20,None,False,False,True,57.35588235294117,6.098795032285355,14.43376906318083,1.6567262910067753
flowers102,RBF,False,20,None,False,False,False,52.714705882352945,5.99785613050574,13.57276688453159,1.6143864206184644
flowers102,RBF,False,20,BothSides,True,False,True,99.84117647058822,0.3869209282146695,31.097930283224407,1.8716345589286876
flowers102,RBF,False,20,BothSides,True,False,False,93.1450980392157,2.3287019450635396,29.024291938997827,1.7777655995941124
flowers102,RBF,False,20,BothSides,False,False,True,98.94117647058822,0.9089668224705317,26.538453159041396,1.6694015147077808
flowers102,RBF,False,20,BothSides,False,False,False,98.50882352941174,1.035490455981643,25.91176470588235,1.6635420751365992
flowers102,RBF,False,200,None,True,False,True,11.542156862745099,2.889325799481233,5.198257080610022,1.0833693423345194
flowers102,RBF,False,200,None,True,False,False,11.20392156862745,2.7167330041928563,5.067538126361656,1.04833332376862
flowers102,RBF,False,200,None,False,False,True,2.133333333333333,0.9550770866509141,1.7115468409586059,0.625703509490003
flowers102,RBF,False,200,None,False,False,False,2.1745098039215685,0.9942529977085902,1.699673202614379,0.6080284796414537
flowers102,RBF,False,200,BothSides,True,False,True,95.26372549019607,1.829538643856869,18.195860566448804,1.3717558139584662
flowers102,RBF,False,200,BothSides,True,False,False,93.52941176470587,2.1036209422849175,17.720915032679738,1.3525372942536589
flowers102,RBF,False,200,BothSides,False,False,True,68.5735294117647,4.087185998788978,9.676797385620917,1.207673001807707
flowers102,RBF,False,200,BothSides,False,False,False,67.53823529411765,4.1319405278817305,9.584749455337692,1.2036019436673788
flowers102,RBF,False,10,None,True,False,True,99.20294117647057,0.8214440216236799,31.065250544662312,1.8827139943362117
flowers102,RBF,False,10,None,True,False,False,85.47450980392156,3.1326780340061,28.301851851851854,1.829200435588428
flowers102,RBF,False,10,None,False,False,True,92.07450980392157,3.6880137740858534,23.570152505446625,1.7773896768693933
flowers102,RBF,False,10,None,False,False,False,89.55686274509804,4.127776522954278,22.613398692810456,1.7773549433879217
flowers102,RBF,False,10,BothSides,True,False,True,99.89901960784313,0.31063273349288373,32.42821350762527,1.9902992813630327
flowers102,RBF,False,10,BothSides,True,False,False,85.73921568627452,3.1117041643788754,29.02298474945534,1.7789749609418088
flowers102,RBF,False,10,BothSides,False,False,True,99.92549019607843,0.2706734733605843,32.76122004357299,1.7817518271558805
flowers102,RBF,False,10,BothSides,False,False,False,99.88921568627451,0.32844015206292704,32.1661220043573,1.7814097387454275
flowers102,RBF,False,100,None,True,False,True,34.22941176470589,5.0142630092135265,10.452505446623094,1.4875559656643897
flowers102,RBF,False,100,None,True,False,False,31.494117647058825,4.7744820227077565,9.878322440087148,1.4749974688597007
flowers102,RBF,False,100,None,False,False,True,6.4941176470588236,2.04021091852778,3.5541394335511987,0.9117189648141738
flowers102,RBF,False,100,None,False,False,False,6.287254901960784,2.0049992785240516,3.452178649237473,0.9545213980025958
flowers102,RBF,False,100,BothSides,True,False,True,96.99313725490192,1.3607726591578684,22.320152505446625,1.5256721399327982
flowers102,RBF,False,100,BothSides,True,False,False,95.20980392156862,1.7369837791358802,21.82069716775599,1.4917202101453408
flowers102,RBF,False,100,BothSides,False,False,True,89.47450980392156,2.747251256363377,14.115795206971677,1.3182138207074934
flowers102,RBF,False,100,BothSides,False,False,False,88.60588235294118,2.8429878256877634,13.91132897603486,1.3180448148079638
flowers102,RBF,False,1000,None,True,False,True,0.9803921568627451,0.0,0.9783224400871461,0.057087158067099575
flowers102,RBF,False,1000,None,True,False,False,0.9803921568627451,0.0,0.9784313725490197,0.05760828130428398
flowers102,RBF,False,1000,None,False,False,True,0.9784313725490196,0.04380060373272289,0.982244008714597,0.06149727118678905
flowers102,RBF,False,1000,None,False,False,False,0.9794117647058823,0.030987216920155113,0.9818082788671024,0.06112178983122181
flowers102,RBF,False,1000,BothSides,True,False,True,1.542156862745098,0.6881424159440396,1.2377995642701527,0.32627465455255344
flowers102,RBF,False,1000,BothSides,True,False,False,1.464705882352941,0.6561775765130143,1.1974945533769064,0.3056900119316964
flowers102,RBF,False,1000,BothSides,False,False,True,0.9794117647058822,0.08201963362442348,0.9803921568627452,0.08741787646073586
flowers102,RBF,False,1000,BothSides,False,False,False,0.9813725490196078,0.09300299921164172,0.9796296296296297,0.0878883817456676
flowers102,RBF,False,0,None,False,False,True,0.9803921568627451,0.0,0.9827886710239652,0.05921719319446983
flowers102,RBF,False,0,None,False,False,False,0.9813725490196078,0.030987216920155117,0.9823529411764708,0.059433215774774
flowers102,RBF,False,0,BothSides,False,False,True,0.9833333333333333,0.06926177435756886,0.9814814814814815,0.09558164015259836
